text_orig,text_strp_unicode,text_strp_punct
wane,wane,wane
owing,owing,owing
to,to,to
maratha,maratha,maratha
attack,attack,attack
led,led,led
by,by,by
mahadaji,mahadaji,mahadaji
shinde,shinde,shinde
around,around,around
<<year>>,<<year>>,<<year>>
.,.,
by,by,by
<<year>>,<<year>>,<<year>>
there,there,there
were,were,were
dispute,dispute,dispute
regarding,regarding,regarding
succession,succession,succession
in,in,in
raghogarh,raghogarh,raghogarh
",",",",
which,which,which
were,were,were
settled,settled,settled
through,through,through
the,the,the
intervention,intervention,intervention
of,of,of
the,the,the
british,british,british
raj,raj,raj
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
rulers,rulers,rulers
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
the,the,the
ruling,ruling,ruling
family,family,family
were,were,were
member,member,member
of,of,of
the,the,the
khichi,khichi,khichi
chauhan,chauhan,chauhan
dynasty,dynasty,dynasty
of,of,of
rajput,rajput,rajput
.,.,
the,the,the
ruler,ruler,ruler
used,used,used
the,the,the
title,title,title
of,of,of
raja,raja,raja
.,.,
hindupat,hindupat,hindupat
raja,raja,raja
lal,lal,lal
singhji,singhji,singhji
(,(,
<<year>>-,<<year>>-,<<year>>-
<<number>>,<<number>>,<<number>>
a.d.,a.d.,ad
),),
-,-,
the,the,the
founder,founder,founder
of,of,of
the,the,the
state,state,state
of,of,of
raghogarh,raghogarh,raghogarh
.,.,
raja,raja,raja
lal,lal,lal
singhji,singhji,singhji
usually,usually,usually
resided,resided,resided
in,in,in
jharkon,jharkon,jharkon
in,in,in
ahirwara,ahirwara,ahirwara
in,in,in
pargana,pargana,pargana
balabhent,balabhent,balabhent
where,where,where
he,he,he
happened,happened,happened
to,to,to
discover,discover,discover
a,a,a
'saptdhat,'saptdhat,saptdhat
',',
image,image,image
of,of,of
rama,rama,rama
(,(,
raghoji,raghoji,raghoji
),),
on,on,on
the,the,the
top,top,top
of,of,of
a,a,a
hill,hill,hill
.,.,
he,he,he
established,established,established
this,this,this
image,image,image
in,in,in
the,the,the
fort,fort,fort
palace,palace,palace
of,of,of
raghogarh,raghogarh,raghogarh
which,which,which
he,he,he
ha,ha,ha
founded,founded,founded
in,in,in
v.,v.,v
<<year>>,<<year>>,<<year>>
a.d.,a.d.,ad
(,(,
magh,magh,magh
sudi,sudi,sudi
<<number>>,<<number>>,<<number>>
),),
on,on,on
an,an,an
elevation,elevation,elevation
in,in,in
the,the,the
village,village,village
of,of,of
kotda,kotda,kotda
.,.,
*,*,
gugor,gugor,gugor
fort,fort,fort
-,-,
chhabra,chhabra,chhabra
gugor,gugor,gugor
.,.,
a,a,a
gugor,gugor,gugor
wa,wa,wa
always,always,always
in,in,in
imminent,imminent,imminent
danger,danger,danger
of,of,of
being,being,being
invaded,invaded,invaded
by,by,by
the,the,the
hadas,hadas,hadas
from,from,from
baran,baran,baran
",",",",
the,the,the
khichi,khichi,khichi
ruler,ruler,ruler
had,had,had
been,been,been
on,on,on
the,the,the
lookout,lookout,lookout
for,for,for
a,a,a
more,more,more
suitable,suitable,suitable
and,and,and
central,central,central
place,place,place
to,to,to
make,make,make
it,it,it
their,their,their
third,third,third
capital,capital,capital
after,after,after
they,they,they
had,had,had
ruled,ruled,ruled
from,from,from
gugor,gugor,gugor
for,for,for
a,a,a
period,period,period
of,of,of
<<number>>,<<number>>,<<number>>
year,year,year
.,.,
with,with,with
the,the,the
transfer,transfer,transfer
of,of,of
the,the,the
capital,capital,capital
to,to,to
raghogarh,raghogarh,raghogarh
",",",",
gugor,gugor,gugor
wa,wa,wa
added,added,added
to,to,to
the,the,the
thikana,thikana,thikana
of,of,of
chhabra,chhabra,chhabra
which,which,which
came,came,came
to,to,to
be,be,be
called,called,called
chhabra,chhabra,chhabra
gugor,gugor,gugor
",",",",
a,a,a
it,it,it
is,is,is
known,known,known
at,at,at
present,present,present
.,.,
lal,lal,lal
singhji,singhji,singhji
wa,wa,wa
a,a,a
brave,brave,brave
warrior,warrior,warrior
and,and,and
built,built,built
mansion,mansion,mansion
and,and,and
temple,temple,temple
",",",",
dug,dug,dug
tank,tank,tank
and,and,and
baories,baories,baories
and,and,and
laid,laid,laid
garden,garden,garden
.,.,
he,he,he
gave,gave,gave
land,land,land
to,to,to
temple,temple,temple
.,.,
lal,lal,lal
singhji,singhji,singhji
wa,wa,wa
the,the,the
son,son,son
of,of,of
raja,raja,raja
garibdas,garibdas,garibdas
.,.,
amongst,amongst,amongst
his,his,his
three,three,three
brother,brother,brother
one,one,one
got,got,got
the,the,the
thikana,thikana,thikana
of,of,of
bhamawad,bhamawad,bhamawad
",",",",
he,he,he
is,is,is
ancestor,ancestor,ancestor
of,of,of
the,the,the
raja,raja,raja
of,of,of
garha-jamner,garha-jamner,garhajamner
",",",",
the,the,the
second,second,second
one,one,one
got,got,got
maksudangarh,maksudangarh,maksudangarh
state,state,state
",",",",
a,a,a
branch,branch,branch
of,of,of
raghogarh,raghogarh,raghogarh
and,and,and
ajab,ajab,ajab
singh,singh,singh
got,got,got
guna,guna,guna
.,.,
raja,raja,raja
dhiraj,dhiraj,dhiraj
singh,singh,singh
-,-,
(,(,
<<year>>,<<year>>,<<year>>
a.d.,a.d.,ad
),),
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
.,.,
he,he,he
had,had,had
great,great,great
relation,relation,relation
with,with,with
jai,jai,jai
singh,singh,singh
kachhawaha,kachhawaha,kachhawaha
of,of,of
amber,amber,amber
(,(,
jaipur,jaipur,jaipur
),),
and,and,and
maharana,maharana,maharana
sangram,sangram,sangram
singh,singh,singh
ii,ii,ii
of,of,of
the,the,the
house,house,house
of,of,of
sisodias,sisodias,sisodias
.,.,
he,he,he
built,built,built
temple,temple,temple
",",",",
tank,tank,tank
",",",",
baolies,baolies,baolies
and,and,and
repaired,repaired,repaired
the,the,the
fortress,fortress,fortress
of,of,of
aron,aron,aron
jharkon,jharkon,jharkon
and,and,and
chanchoda,chanchoda,chanchoda
.,.,
he,he,he
ha,ha,ha
constructed,constructed,constructed
the,the,the
greater,greater,greater
portion,portion,portion
of,of,of
raghogarh,raghogarh,raghogarh
fort,fort,fort
palace,palace,palace
.,.,
he,he,he
wa,wa,wa
a,a,a
lover,lover,lover
of,of,of
learning,learning,learning
and,and,and
patronized,patronized,patronized
music,music,music
and,and,and
painting,painting,painting
.,.,
he,he,he
got,got,got
a,a,a
copy,copy,copy
of,of,of
prithviraj,prithviraj,prithviraj
raso,raso,raso
transcribed,transcribed,transcribed
a,a,a
early,early,early
a,a,a
<<year>>,<<year>>,<<year>>
a.d.,a.d.,ad
and,and,and
a,a,a
set,set,set
of,of,of
his,his,his
own,own,own
portrait,portrait,portrait
in,in,in
different,different,different
aspect,aspect,aspect
preserved,preserved,preserved
in,in,in
the,the,the
archive,archive,archive
of,of,of
raghogarh,raghogarh,raghogarh
",",",",
besides,besides,besides
painting,painting,painting
on,on,on
subject,subject,subject
of,of,of
rag-ragini,rag-ragini,ragragini
",",",",
bara,bara,bara
masa,masa,masa
and,and,and
fresco,fresco,fresco
of,of,of
ramayana,ramayana,ramayana
and,and,and
mahabharata,mahabharata,mahabharata
on,on,on
the,the,the
wall,wall,wall
of,of,of
charbhujaji,charbhujaji,charbhujaji
temple,temple,temple
in,in,in
dhirpur,dhirpur,dhirpur
village,village,village
.,.,
these,these,these
rare,rare,rare
specimen,specimen,specimen
of,of,of
the,the,the
raghogarh,raghogarh,raghogarh
school,school,school
of,of,of
malwa,malwa,malwa
painting,painting,painting
still,still,still
await,await,await
the,the,the
attention,attention,attention
of,of,of
connoisseur,connoisseur,connoisseur
of,of,of
art,art,art
.,.,
dhiraj,dhiraj,dhiraj
singhji,singhji,singhji
wa,wa,wa
charitable,charitable,charitable
and,and,and
generous,generous,generous
towards,towards,towards
bhats,bhats,bhats
",",",",
bairagis,bairagis,bairagis
",",",",
brahmana,brahmana,brahmana
and,and,and
charans,charans,charans
etc,etc,etc
.,.,
he,he,he
died,died,died
in,in,in
war,war,war
.,.,
his,his,his
memorial,memorial,memorial
at,at,at
bajrangarh,bajrangarh,bajrangarh
fortress,fortress,fortress
is,is,is
worshipped,worshipped,worshipped
till,till,till
today,today,today
a,a,a
that,that,that
of,of,of
a,a,a
sidh,sidh,sidh
.,.,
*,*,
bajrangarh,bajrangarh,bajrangarh
fortress,fortress,fortress
(,(,
jharkon,jharkon,jharkon
),),
raja,raja,raja
gaj,gaj,gaj
singh,singh,singh
(,(,
<<year>>–29,<<year>>29,<<year>>29
),),
",",",",
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
-,-,
the,the,the
eldest,eldest,eldest
son,son,son
of,of,of
dheeraj,dheeraj,dheeraj
singhji,singhji,singhji
.,.,
raja,raja,raja
vikramaditya,vikramaditya,vikramaditya
i,i,i
(,(,
<<year>>–44,<<year>>44,<<year>>44
),),
",",",",
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
-,-,
he,he,he
annexed,annexed,annexed
chhabra,chhabra,chhabra
gugor,gugor,gugor
.,.,
his,his,his
brave,brave,brave
son,son,son
balbhadra,balbhadra,balbhadra
singh,singh,singh
i,i,i
put,put,put
down,down,down
the,the,the
rajput,rajput,rajput
combination,combination,combination
of,of,of
jagat,jagat,jagat
singh,singh,singh
(,(,
udaipur,udaipur,udaipur
),),
",",",",
durjansal,durjansal,durjansal
(,(,
kota,kota,kota
),),
",",",",
umaid,umaid,umaid
singh,singh,singh
(,(,
bundi,bundi,bundi
),),
and,and,and
jagat,jagat,jagat
singh,singh,singh
rawat,rawat,rawat
(,(,
rajgarh,rajgarh,rajgarh
),),
single-handedly,single-handedly,singlehandedly
.,.,
his,his,his
mother,mother,mother
rani,rani,rani
anup,anup,anup
kunwar,kunwar,kunwar
gaudji,gaudji,gaudji
wa,wa,wa
equally,equally,equally
brave,brave,brave
and,and,and
fought,fought,fought
against,against,against
the,the,the
nawab,nawab,nawab
of,of,of
bhopal,bhopal,bhopal
.,.,
raja,raja,raja
balbhadra,balbhadra,balbhadra
singh,singh,singh
i,i,i
(,(,
<<year>>–70,<<year>>70,<<year>>70
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
-,-,
he,he,he
openly,openly,openly
stood,stood,stood
to,to,to
oppose,oppose,oppose
maratha,maratha,maratha
.,.,
married,married,married
and,and,and
had,had,had
issue,issue,issue
*,*,
raja,raja,raja
balwant,balwant,balwant
singh,singh,singh
*,*,
raja,raja,raja
budh,budh,budh
singh,singh,singh
",",",",
he,he,he
wa,wa,wa
granted,granted,granted
a,a,a
tract,tract,tract
of,of,of
land,land,land
by,by,by
his,his,his
brother,brother,brother
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
which,which,which
later,later,later
became,became,became
the,the,the
state,state,state
of,of,of
maksudangarh,maksudangarh,maksudangarh
",",",",
married,married,married
and,and,and
had,had,had
issue,issue,issue
.,.,
he,he,he
died,died,died
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
raja,raja,raja
balwant,balwant,balwant
singh,singh,singh
(,(,
<<year>>–97,<<year>>97,<<year>>97
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
married,married,married
and,and,and
had,had,had
issue,issue,issue
raja,raja,raja
jai,jai,jai
singh,singh,singh
.,.,
hindupat,hindupat,hindupat
raja,raja,raja
jai,jai,jai
singh,singh,singh
(,(,
<<year>>,<<year>>,<<year>>
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
he,he,he
wa,wa,wa
<<number>>,<<number>>,<<number>>
year,year,year
old,old,old
at,at,at
the,the,the
time,time,time
of,of,of
his,his,his
installation,installation,installation
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
exploit,exploit,exploit
of,of,of
jai,jai,jai
singh,singh,singh
have,have,have
inspired,inspired,inspired
heroic,heroic,heroic
poetry,poetry,poetry
.,.,
he,he,he
wa,wa,wa
a,a,a
far,far,far
more,more,more
famous,famous,famous
warrior,warrior,warrior
than,than,than
his,his,his
father,father,father
balbhadra,balbhadra,balbhadra
singh,singh,singh
.,.,
raja,raja,raja
ajit,ajit,ajit
singh,singh,singh
-,-,
(,(,
<<year>>–56,<<year>>56,<<year>>56
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
he,he,he
patronized,patronized,patronized
pundit,pundit,pundit
and,and,and
poet,poet,poet
and,and,and
very,very,very
versed,versed,versed
in,in,in
music,music,music
and,and,and
poetry,poetry,poetry
.,.,
he,he,he
supported,supported,supported
nana,nana,nana
saheb,saheb,saheb
peshwa,peshwa,peshwa
",",",",
tatiya,tatiya,tatiya
toppe,toppe,toppe
and,and,and
shahdat,shahdat,shahdat
khan,khan,khan
of,of,of
indore,indore,indore
.,.,
raja,raja,raja
jai,jai,jai
mandal,mandal,mandal
singh,singh,singh
(,(,
<<year>>,<<year>>,<<year>>
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
born,born,born
<<year>>,<<year>>,<<year>>
",",",",
succeeded,succeeded,succeeded
<<year>>,<<year>>,<<year>>
.,.,
he,he,he
wa,wa,wa
quite,quite,quite
hostile,hostile,hostile
in,in,in
the,the,the
mutiny,mutiny,mutiny
of,of,of
<<year>>,<<year>>,<<year>>
.,.,
on,on,on
occasion,occasion,occasion
of,of,of
dushehra,dushehra,dushehra
<<number>>,<<number>>,<<number>>
-22,-22,22
goat,goat,goat
were,were,were
being,being,being
sacrificed,sacrificed,sacrificed
in,in,in
raghogarh,raghogarh,raghogarh
",",",",
which,which,which
wa,wa,wa
stopped,stopped,stopped
by,by,by
him,him,him
.,.,
he,he,he
had,had,had
a,a,a
versatile,versatile,versatile
interest,interest,interest
in,in,in
chemistry,chemistry,chemistry
",",",",
ayurveda,ayurveda,ayurveda
",",",",
astronomy,astronomy,astronomy
",",",",
horse,horse,horse
riding,riding,riding
",",",",
spiritual,spiritual,spiritual
pursuit,pursuit,pursuit
",",",",
athletics,athletics,athletics
and,and,and
yoga,yoga,yoga
.,.,
married,married,married
",",",",
rajkumari,rajkumari,rajkumari
anand,anand,anand
kumari,kumari,kumari
daughter,daughter,daughter
of,of,of
raja,raja,raja
udai,udai,udai
singhji,singhji,singhji
of,of,of
banera,banera,banera
",",",",
and,and,and
his,his,his
wife,wife,wife
",",",",
rani,rani,rani
jhalji,jhalji,jhalji
and,and,and
had,had,had
issue,issue,issue
.,.,
*,*,
raja,raja,raja
vikramjit,vikramjit,vikramjit
singh,singh,singh
*,*,
rajkumari,rajkumari,rajkumari
(,(,
name,name,name
unknown,unknown,unknown
),),
",",",",
married,married,married
<<year>>,<<year>>,<<year>>
",",",",
the,the,the
raja,raja,raja
of,of,of
sheopur,sheopur,sheopur
-,-,
baroda,baroda,baroda
raja,raja,raja
vikramjit,vikramjit,vikramjit
singh,singh,singh
ii,ii,ii
(,(,
<<year>>–02,<<year>>02,<<year>>02
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
raja,raja,raja
bahadur,bahadur,bahadur
singh,singh,singh
(,(,
<<year>>–45,<<year>>45,<<year>>45
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
",",",",
born,born,born
<<number>>,<<number>>,<<number>>
march,march,march
<<year>>,<<year>>,<<year>>
",",",",
succeeded,succeeded,succeeded
<<number>>,<<number>>,<<number>>
december,december,december
<<year>>,<<year>>,<<year>>
;,;,
married,married,married
",",",",
baijilal,baijilal,baijilal
krishna,krishna,krishna
kumari,kumari,kumari
[,[,
rani,rani,rani
krishna,krishna,krishna
kumari,kumari,kumari
],],
",",",",
daughter,daughter,daughter
of,of,of
raja,raja,raja
akshay,akshay,akshay
singh,singh,singh
of,of,of
banera,banera,banera
",",",",
and,and,and
his,his,his
third,third,third
wife,wife,wife
",",",",
rani,rani,rani
shubhra,shubhra,shubhra
kumari,kumari,kumari
.,.,
in,in,in
<<year>>,<<year>>,<<year>>
invited,invited,invited
to,to,to
delhi,delhi,delhi
darbar,darbar,darbar
while,while,while
he,he,he
wa,wa,wa
a,a,a
student,student,student
in,in,in
daly,daly,daly
college,college,college
indore,indore,indore
.,.,
raja,raja,raja
balbhadra,balbhadra,balbhadra
singh,singh,singh
ii,ii,ii
(,(,
<<year>>–67,<<year>>67,<<year>>67
),),
-,-,
<<number>>,<<number>>,<<number>>
raja,raja,raja
of,of,of
raghogarh,raghogarh,raghogarh
",",",",
born,born,born
<<year>>,<<year>>,<<year>>
",",",",
married,married,married
rani,rani,rani
aparna,aparna,aparna
kumari,kumari,kumari
",",",",
died,died,died
<<year>>,<<year>>,<<year>>
",",",",
daughter,daughter,daughter
of,of,of
maharaja,maharaja,maharaja
bahadur,bahadur,bahadur
chandra,chandra,chandra
mouleshwar,mouleshwar,mouleshwar
prasad,prasad,prasad
singh,singh,singh
of,of,of
gidhaur,gidhaur,gidhaur
.,.,
his,his,his
succession,succession,succession
wa,wa,wa
recognized,recognized,recognized
in,in,in
late,late,late
<<year>>,<<year>>,<<year>>
.,.,
he,he,he
ha,ha,ha
received,received,received
his,his,his
education,education,education
at,at,at
daly,daly,daly
college,college,college
indore,indore,indore
and,and,and
wa,wa,wa
a,a,a
good,good,good
sport,sport,sport
man,man,man
like,like,like
his,his,his
father,father,father
a,a,a
well,well,well
a,a,a
a,a,a
keen,keen,keen
scholar,scholar,scholar
.,.,
he,he,he
obtained,obtained,obtained
his,his,his
post,post,post
diploma,diploma,diploma
from,from,from
mayo,mayo,mayo
college,college,college
",",",",
ajmer,ajmer,ajmer
and,and,and
received,received,received
the,the,the
viceroy,viceroy,viceroy
's,'s,s
gold,gold,gold
medal,medal,medal
for,for,for
all,all,all
round,round,round
efficiency,efficiency,efficiency
.,.,
he,he,he
wa,wa,wa
elected,elected,elected
in,in,in
<<year>>,<<year>>,<<year>>
a,a,a
the,the,the
member,member,member
of,of,of
madhya,madhya,madhya
bharat,bharat,bharat
legislative,legislative,legislative
assembly,assembly,assembly
from,from,from
raghogarh,raghogarh,raghogarh
constituency,constituency,constituency
.,.,
he,he,he
besides,besides,besides
being,being,being
charitable,charitable,charitable
rendered,rendered,rendered
great,great,great
service,service,service
to,to,to
the,the,the
cause,cause,cause
of,of,of
khichi,khichi,khichi
dynasty,dynasty,dynasty
by,by,by
causing,causing,causing
record,record,record
to,to,to
be,be,be
collected,collected,collected
from,from,from
malwa,malwa,malwa
and,and,and
rajasthan,rajasthan,rajasthan
.,.,
these,these,these
record,record,record
consist,consist,consist
of,of,of
inscription,inscription,inscription
",",",",
copper,copper,copper
plate,plate,plate
grant,grant,grant
",",",",
folk,folk,folk
song,song,song
",",",",
sanads,sanads,sanads
etc,etc,etc
.,.,
so,so,so
little,little,little
or,or,or
nothing,nothing,nothing
could,could,could
be,be,be
done,done,done
in,in,in
this,this,this
direction,direction,direction
except,except,except
the,the,the
publication,publication,publication
of,of,of
two,two,two
booklet,booklet,booklet
-,-,
'hindupat,'hindupat,hindupat
vijay,vijay,vijay
',',
and,and,and
'khichi,'khichi,khichi
vanshawali,vanshawali,vanshawali
',',
.,.,
raja,raja,raja
digvijaya,digvijaya,digvijaya
singh,singh,singh
(,(,
<<year>>,<<year>>,<<year>>
),),
-,-,
present,present,present
raja,raja,raja
saheb,saheb,saheb
of,of,of
raghogarh,raghogarh,raghogarh
since,since,since
<<year>>,<<year>>,<<year>>
.,.,
(,(,
p.o,p.o,po
.,.,
raghogarh,raghogarh,raghogarh
",",",",
distt,distt,distt
.,.,
gunna,gunna,gunna
-,-,
<<year>>26,<<year>>26,<<year>>26
",",",",
madhya,madhya,madhya
pradesh,pradesh,pradesh
),),
born,born,born
<<number>>,<<number>>,<<number>>
february,february,february
<<year>>,<<year>>,<<year>>
in,in,in
indore,indore,indore
",",",",
madhya,madhya,madhya
pradesh,pradesh,pradesh
.,.,
he,he,he
did,did,did
his,his,his
schooling,schooling,schooling
from,from,from
daly,daly,daly
college,college,college
and,and,and
did,did,did
his,his,his
bachelor,bachelor,bachelor
of,of,of
engineering,engineering,engineering
(,(,
mechanical,mechanical,mechanical
),),
from,from,from
s.g.s.i.t.s.,s.g.s.i.t.s.,sgsits
",",",",
indore,indore,indore
.,.,
at,at,at
school,school,school
he,he,he
wa,wa,wa
an,an,an
outstanding,outstanding,outstanding
sportsman,sportsman,sportsman
in,in,in
cricket,cricket,cricket
",",",",
hockey,hockey,hockey
and,and,and
football,football,football
",",",",
he,he,he
also,also,also
wa,wa,wa
the,the,the
central,central,central
india,india,india
squash,squash,squash
champion.he,champion.he,championhe
wa,wa,wa
president,president,president
of,of,of
raghogarh,raghogarh,raghogarh
municipal,municipal,municipal
corporation,corporation,corporation
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
he,he,he
entered,entered,entered
politics,politics,politics
in,in,in
<<year>>,<<year>>,<<year>>
and,and,and
wa,wa,wa
elected,elected,elected
member,member,member
of,of,of
state,state,state
legislative,legislative,legislative
assembly,assembly,assembly
(,(,
m.p,m.p,mp
.,.,
),),
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
president,president,president
of,of,of
m.p,m.p,mp
.,.,
congress,congress,congress
committee,committee,committee
<<year>>,<<year>>,<<year>>
.,.,
minister,minister,minister
of,of,of
state,state,state
and,and,and
later,later,later
a,a,a
cabinet,cabinet,cabinet
minister,minister,minister
under,under,under
the,the,the
m.p,m.p,mp
.,.,
government,government,government
in,in,in
<<year>>,<<year>>,<<year>>
-,-,
<<number>>,<<number>>,<<number>>
.,.,
elected,elected,elected
a,a,a
a,a,a
member,member,member
of,of,of
parliament,parliament,parliament
in,in,in
<<year>>,<<year>>,<<year>>
and,and,and
<<year>>,<<year>>,<<year>>
.,.,
general,general,general
secretary,secretary,secretary
of,of,of
all,all,all
india,india,india
congress,congress,congress
committee,committee,committee
of,of,of
assam,assam,assam
",",",",
uttar,uttar,uttar
pradesh,pradesh,pradesh
",",",",
bihar,bihar,bihar
",",",",
orissa,orissa,orissa
and,and,and
andhra,andhra,andhra
pradesh,pradesh,pradesh
.,.,
chief,chief,chief
minister,minister,minister
of,of,of
madhya,madhya,madhya
pradesh,pradesh,pradesh
<<year>>,<<year>>,<<year>>
-,-,
<<year>>,<<year>>,<<year>>
(,(,
two,two,two
term,term,term
),),
.,.,
married,married,married
<<number>>,<<number>>,<<number>>
december,december,december
<<year>>,<<year>>,<<year>>
",",",",
rani,rani,rani
asha,asha,asha
kumari,kumari,kumari
who,who,who
died,died,died
on,on,on
<<number>>,<<number>>,<<number>>
february,february,february
<<year>>,<<year>>,<<year>>
in,in,in
new,new,new
delhi,delhi,delhi
",",",",
after,after,after
a,a,a
prolonged,prolonged,prolonged
illness,illness,illness
",",",",
daughter,daughter,daughter
of,of,of
dr.jagdev,dr.jagdev,drjagdev
singh,singh,singh
of,of,of
ambatah,ambatah,ambatah
in,in,in
himachal,himachal,himachal
pradeh,pradeh,pradeh
",",",",
and,and,and
his,his,his
wife,wife,wife
",",",",
a,a,a
daughter,daughter,daughter
of,of,of
raja,raja,raja
chattar,chattar,chattar
singh,singh,singh
",",",",
raja,raja,raja
of,of,of
basantpur,basantpur,basantpur
",",",",
and,and,and
ha,ha,ha
four,four,four
daughter,daughter,daughter
and,and,and
one,one,one
son,son,son
:,:,
*,*,
mrinalini,mrinalini,mrinalini
kumari,kumari,kumari
",",",",
born,born,born
<<number>>,<<number>>,<<number>>
may,may,may
<<year>>,<<year>>,<<year>>
",",",",
married,married,married
<<number>>,<<number>>,<<number>>
april,april,april
<<year>>,<<year>>,<<year>>
shri,shri,shri
ratnakar,ratnakar,ratnakar
singh,singh,singh
of,of,of
ramnagar-dhameri,ramnagar-dhameri,ramnagardhameri
",",",",
educated,educated,educated
at,at,at
mayo,mayo,mayo
college,college,college
",",",",
ajmer,ajmer,ajmer
*,*,
mandakini,mandakini,mandakini
kumari,kumari,kumari
",",",",
born,born,born
<<number>>,<<number>>,<<number>>
february,february,february
<<year>>,<<year>>,<<year>>
",",",",
married,married,married
<<number>>,<<number>>,<<number>>
december,december,december
<<year>>,<<year>>,<<year>>
",",",",
shri,shri,shri
paranjayaditya,paranjayaditya,paranjayaditya
krishnakumarsinhji,krishnakumarsinhji,krishnakumarsinhji
",",",",
raja,raja,raja
of,of,of
sant,sant,sant
state,state,state
.,.,
*,*,
mradima,mradima,mradima
kumari,kumari,kumari
born,born,born
<<number>>,<<number>>,<<number>>
april,april,april
<<year>>,<<year>>,<<year>>
",",",",
married,married,married
<<number>>,<<number>>,<<number>>
march,march,march
<<year>>,<<year>>,<<year>>
shri,shri,shri
ranjitsinhji,ranjitsinhji,ranjitsinhji
of,of,of
muli,muli,muli
.,.,
*,*,
karnieka,karnieka,karnieka
kumari,kumari,kumari
",",",",
born,born,born
<<number>>,<<number>>,<<number>>
april,april,april
<<year>>,<<year>>,<<year>>
",",",",
married,married,married
<<number>>,<<number>>,<<number>>
november,november,november
<<year>>,<<year>>,<<year>>
",",",",
shri,shri,shri
siddharthsinhji,siddharthsinhji,siddharthsinhji
chaitanyadevsinhji,chaitanyadevsinhji,chaitanyadevsinhji
jhala,jhala,jhala
of,of,of
wadhwan,wadhwan,wadhwan
state,state,state
.,.,
*,*,
jaivardhan,jaivardhan,jaivardhan
singh,singh,singh
born,born,born
on,on,on
<<number>>,<<number>>,<<number>>
july,july,july
<<year>>,<<year>>,<<year>>
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
see,see,see
also,also,also
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
madhya,madhya,madhya
pradesh,pradesh,pradesh
political,political,political
integration,integration,integration
of,of,of
india,india,india
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
references,references,references
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
external,external,external
links,links,links
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
raghogarh,raghogarh,raghogarh
-,-,
indian,indian,indian
rajput,rajput,rajput
category,category,category
:,:,
princely,princely,princely
state,state,state
of,of,of
india,india,india
category,category,category
:,:,
guna,guna,guna
district,district,district
category,category,category
:,:,
rajput,rajput,rajput
<<article_end>>,<<article_end>>,<<article_end>>
<<article_start>>,<<article_start>>,<<article_start>>
,,
the,the,the
old,old,old
swiss,swiss,swiss
confederacy,confederacy,confederacy
(,(,
german,german,german
language,language,language
:,:,
alte,alte,alte
eidgenossenschaft,eidgenossenschaft,eidgenossenschaft
;,;,
historically,historically,historically
eidgenossenschaft,eidgenossenschaft,eidgenossenschaft
",",",",
after,after,after
the,the,the
swiss,swiss,swiss
reformation,reformation,reformation
also,also,also
république,rpublique,rpublique
de,de,de
suisse,suisse,suisse
",",",",
re,re,re
publica,publica,publica
helvetiorum,helvetiorum,helvetiorum
``,``,
republic,republic,republic
of,of,of
the,the,the
swiss,swiss,swiss
(,(,
people,people,people
),),
'','',
),),
wa,wa,wa
a,a,a
loose,loose,loose
confederation,confederation,confederation
of,of,of
independent,independent,independent
small,small,small
state,state,state
(,(,
canton,canton,canton
of,of,of
switzerland,switzerland,switzerland
",",",",
german,german,german
or,or,or
),),
within,within,within
the,the,the
holy,holy,holy
roman,roman,roman
empire,empire,empire
.,.,
it,it,it
is,is,is
the,the,the
precursor,precursor,precursor
of,of,of
the,the,the
modern,modern,modern
state,state,state
of,of,of
switzerland,switzerland,switzerland
.,.,
it,it,it
